Filename	Platform	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	Per base sequence quality	Sequence Duplication Levels	Total Deduplicated Percentage	Overrepresented sequences	Adapter Content
E100013106_L01_86_2.fq.gz	BGI	58379302	0	150	46	pass	pass	80.0	pass	pass
E100013135_L01_96_2.fq.gz	BGI	73078309	0	150	46	pass	pass	81.0	pass	pass
E100013106_L01_92_2.fq.gz	BGI	78616241	0	150	42	pass	pass	78.0	pass	pass
E100007551_L01_127_2.fq.gz	BGI	36657073	0	150	45	pass	pass	74.0	pass	pass
E100013117_L01_103_2.fq.gz	BGI	61253676	0	150	43	pass	warn	60.0	pass	pass
E100015864_L01_29_2.fq.gz	BGI	53916001	0	150	45	pass	pass	73.0	pass	pass
E100016770_L01_98_2.fq.gz	BGI	50509379	0	150	45	pass	pass	84.0	pass	pass
E100015864_L01_55_2.fq.gz	BGI	52976448	0	150	46	pass	pass	73.0	pass	pass
E100010924_L01_57_2.fq.gz	BGI	56853638	0	150	47	pass	pass	84.0	pass	pass
E100013123_L01_125_2.fq.gz	BGI	24488797	0	150	43	pass	pass	88.0	pass	pass
E100013458_L01_48_2.fq.gz	BGI	50964927	0	150	48	pass	pass	85.0	warn	pass
E100010953_L01_83_2.fq.gz	BGI	51961705	0	150	45	pass	pass	78.0	pass	pass
E100013128_L01_97_2.fq.gz	BGI	23658794	0	150	46	pass	pass	89.0	pass	pass
E100013106_L01_80_2.fq.gz	BGI	49272082	0	150	44	pass	pass	80.0	pass	pass
E100010924_L01_25_2.fq.gz	BGI	53604304	0	150	48	pass	pass	83.0	pass	pass
E100013421_L01_59_2.fq.gz	BGI	62821647	0	150	44	pass	pass	73.0	pass	pass
E100012874_L01_38_2.fq.gz	BGI	58123876	0	150	45	pass	pass	90.0	pass	pass
E100013118_L01_56_2.fq.gz	BGI	46680621	0	150	45	pass	pass	90.0	pass	pass
E100016707_L01_75_2.fq.gz	BGI	52855849	0	150	47	pass	pass	83.0	pass	pass
E100009887_L01_48_2.fq.gz	BGI	48341911	0	150	46	pass	pass	76.0	pass	pass
E100015864_L01_89_2.fq.gz	BGI	70897683	0	150	49	pass	warn	64.0	pass	pass
E100013465_L01_15_2.fq.gz	BGI	85472590	0	150	47	pass	pass	73.0	pass	pass
E100009772A_L01_100_2.fq.gz	BGI	45098571	0	150	48	pass	pass	70.0	pass	pass
E100013118_L01_32_2.fq.gz	BGI	46990800	0	150	45	pass	pass	84.0	pass	pass
E100010953_L01_81_2.fq.gz	BGI	51562676	0	150	46	pass	pass	80.0	pass	pass
E100015864_L01_43_2.fq.gz	BGI	80953776	0	150	47	pass	pass	82.0	pass	pass
E100016707_L01_35_2.fq.gz	BGI	50629606	0	150	46	pass	pass	88.0	pass	pass
E100009772A_L01_92_2.fq.gz	BGI	55120783	0	150	45	pass	pass	70.0	pass	pass
E100009887_L01_16_2.fq.gz	BGI	48000887	0	150	45	pass	pass	71.0	pass	pass
E100013458_L01_84_2.fq.gz	BGI	54705331	0	150	48	pass	pass	83.0	pass	pass
E100013458_L01_13_2.fq.gz	BGI	57828712	0	150	44	pass	warn	60.0	pass	pass
E100009727_L01_3_2.fq.gz	BGI	34182127	0	150	45	pass	pass	80.0	pass	pass
E100010953_L01_45_2.fq.gz	BGI	34725227	0	150	46	pass	pass	91.0	pass	pass
E100013106_L01_115_2.fq.gz	BGI	56659730	0	150	47	pass	pass	88.0	pass	pass
E100013135_L01_83_2.fq.gz	BGI	67255563	0	150	45	pass	fail	37.0	pass	pass
E100013108_L01_121_2.fq.gz	BGI	57896519	0	150	44	pass	pass	82.0	pass	pass
E100013118_L01_128_2.fq.gz	BGI	52692172	0	150	44	pass	pass	92.0	pass	pass
E100016707_L01_92_2.fq.gz	BGI	65945991	0	150	46	pass	pass	81.0	pass	pass
E100009772A_L01_53_2.fq.gz	BGI	52961147	0	150	45	pass	pass	73.0	pass	pass
E100013421_L01_37_2.fq.gz	BGI	55369462	0	150	43	pass	pass	71.0	pass	pass
E100013118_L01_98_2.fq.gz	BGI	55336084	0	150	43	pass	pass	90.0	pass	pass
E100013108_L01_101_2.fq.gz	BGI	45959412	0	150	42	pass	pass	86.0	pass	pass
E100016770_L01_124_2.fq.gz	BGI	61648274	0	150	45	pass	pass	88.0	pass	pass
E100016768_L01_68_2.fq.gz	BGI	44494335	0	150	42	pass	pass	86.0	pass	pass
E100010924_L01_42_2.fq.gz	BGI	55621922	0	150	45	pass	warn	64.0	pass	pass
E100012874_L01_35_2.fq.gz	BGI	66711132	0	150	45	pass	pass	86.0	pass	pass
E100013118_L01_41_2.fq.gz	BGI	60809150	0	150	46	pass	pass	83.0	pass	pass
E100016770_L01_100_2.fq.gz	BGI	55003781	0	150	47	pass	pass	86.0	pass	pass
E100013106_L01_58_2.fq.gz	BGI	61236729	0	150	43	pass	pass	83.0	pass	pass
E100013128_L01_4_2.fq.gz	BGI	106925437	0	150	45	pass	pass	74.0	pass	pass
E100013421_L01_79_2.fq.gz	BGI	68127619	0	150	43	pass	pass	73.0	pass	pass
E100013104_L01_94_2.fq.gz	BGI	21459687	0	150	45	pass	pass	84.0	pass	pass
E100013117_L01_36_2.fq.gz	BGI	110160746	0	150	46	pass	pass	85.0	pass	pass
E100013118_L01_73_2.fq.gz	BGI	72258619	0	150	46	pass	pass	87.0	pass	pass
E100013108_L01_35_2.fq.gz	BGI	41260813	0	150	43	pass	pass	81.0	pass	pass
E100012874_L01_92_2.fq.gz	BGI	54207584	0	150	44	pass	warn	56.0	pass	pass
E100013108_L01_76_2.fq.gz	BGI	50084715	0	150	44	pass	warn	63.0	pass	pass
E100010953_L01_1_2.fq.gz	BGI	41022346	0	150	46	pass	pass	86.0	pass	pass
E100013108_L01_53_2.fq.gz	BGI	38991655	0	150	45	pass	pass	86.0	pass	pass
E100009678_L01_47_2.fq.gz	BGI	61900953	0	150	46	pass	pass	82.0	pass	pass
E100015864_L01_25_2.fq.gz	BGI	66173306	0	150	46	pass	fail	48.0	pass	pass
E100016770_L01_94_2.fq.gz	BGI	57361388	0	150	45	pass	pass	86.0	pass	pass
E100013106_L01_29_2.fq.gz	BGI	60962727	0	150	45	pass	warn	68.0	pass	pass
E100007551_L01_36_2.fq.gz	BGI	36488925	0	150	45	pass	pass	81.0	pass	pass
E100013123_L01_75_2.fq.gz	BGI	23174676	0	150	43	pass	pass	85.0	pass	pass
E100013118_L01_76_2.fq.gz	BGI	61544020	0	150	45	pass	pass	88.0	pass	pass
E100013465_L01_94_2.fq.gz	BGI	53511738	0	150	46	pass	pass	84.0	pass	pass
E100012874_L01_125_2.fq.gz	BGI	48023515	0	150	46	pass	pass	85.0	pass	pass
E100009887_L01_88_2.fq.gz	BGI	65067152	0	150	45	pass	warn	65.0	pass	pass
E100013458_L01_77_2.fq.gz	BGI	55264185	0	150	46	pass	pass	85.0	pass	pass
E100009772A_L01_73_2.fq.gz	BGI	69831900	0	150	44	pass	warn	68.0	pass	pass
E100013189_L01_123_2.fq.gz	BGI	55874387	0	150	44	pass	pass	84.0	pass	pass
E100013117_L01_51_2.fq.gz	BGI	71441770	0	150	45	pass	warn	52.0	pass	pass
E100013421_L01_82_2.fq.gz	BGI	46549204	0	150	43	pass	pass	82.0	pass	pass
E100016707_L01_84_2.fq.gz	BGI	70806293	0	150	47	pass	pass	86.0	pass	pass
E100009678_L01_25_2.fq.gz	BGI	88997661	0	150	45	pass	warn	69.0	pass	pass
E100016770_L01_125_2.fq.gz	BGI	47368137	0	150	47	pass	pass	70.0	pass	pass
E100009772A_L01_38_2.fq.gz	BGI	48695969	0	150	43	pass	pass	85.0	pass	pass
E100013124_L01_99_2.fq.gz	BGI	27781783	0	150	43	pass	pass	90.0	pass	pass
E100010953_L01_69_2.fq.gz	BGI	53127060	0	150	46	pass	pass	89.0	pass	pass
E100013106_L01_117_2.fq.gz	BGI	46122271	0	150	45	pass	pass	74.0	pass	pass
E100016707_L01_123_2.fq.gz	BGI	51620698	0	150	46	pass	pass	90.0	pass	pass
E100013118_L01_4_2.fq.gz	BGI	41844897	0	150	46	pass	pass	96.0	pass	pass
E100013458_L01_96_2.fq.gz	BGI	35953785	0	150	49	pass	pass	88.0	pass	pass
E100016768_L01_36_2.fq.gz	BGI	44642576	0	150	43	pass	pass	74.0	pass	pass
E100013108_L01_87_2.fq.gz	BGI	48591236	0	150	43	pass	pass	90.0	pass	pass
E100013118_L01_84_2.fq.gz	BGI	60243859	0	150	45	pass	pass	85.0	pass	pass
E100016770_L01_71_2.fq.gz	BGI	53411377	0	150	41	pass	warn	58.0	pass	pass
E100009772A_L01_58_2.fq.gz	BGI	43917645	0	150	46	pass	warn	58.0	pass	pass
E100013106_L01_28_2.fq.gz	BGI	43281593	0	150	46	pass	pass	85.0	pass	pass
E100013108_L01_13_2.fq.gz	BGI	45876840	0	150	43	pass	pass	89.0	pass	pass
E100009678_L01_122_2.fq.gz	BGI	60066600	0	150	44	pass	warn	67.0	pass	pass
E100013458_L01_75_2.fq.gz	BGI	58848798	0	150	48	pass	pass	84.0	pass	pass
E100013421_L01_45_2.fq.gz	BGI	83721393	0	150	47	pass	pass	78.0	pass	pass
E100012874_L01_25_2.fq.gz	BGI	64981430	0	150	45	pass	warn	57.0	pass	pass
E100013189_L01_97_2.fq.gz	BGI	44645747	0	150	46	pass	pass	81.0	pass	pass
E100013108_L01_47_2.fq.gz	BGI	31227825	0	150	43	pass	pass	89.0	pass	pass
E100013465_L01_66_2.fq.gz	BGI	106436829	0	150	48	pass	pass	82.0	pass	pass
E100015864_L01_84_2.fq.gz	BGI	46340490	0	150	45	pass	pass	79.0	pass	pass
E100013108_L01_128_2.fq.gz	BGI	41662589	0	150	46	pass	pass	89.0	pass	pass
E100012874_L01_28_2.fq.gz	BGI	46289640	0	150	45	pass	pass	81.0	pass	pass
E100010953_L01_65_2.fq.gz	BGI	68889051	0	150	46	pass	pass	85.0	pass	pass
E100013106_L01_32_2.fq.gz	BGI	51087800	0	150	45	pass	warn	68.0	pass	pass
E100007551_L01_122_2.fq.gz	BGI	36661094	0	150	44	pass	pass	76.0	pass	pass
E100013124_L01_74_2.fq.gz	BGI	33340547	0	150	41	pass	pass	70.0	pass	pass
E100009772A_L01_121_2.fq.gz	BGI	78555212	0	150	45	pass	pass	78.0	pass	pass
E100010235_L01_103_2.fq.gz	BGI	48460916	0	150	46	pass	pass	84.0	pass	pass
E100009678_L01_121_2.fq.gz	BGI	94912477	0	150	46	pass	pass	72.0	pass	pass
E100013465_L01_83_2.fq.gz	BGI	23133782	0	150	44	pass	pass	87.0	pass	pass
E100013106_L01_37_2.fq.gz	BGI	54714805	0	150	45	pass	pass	80.0	pass	pass
E100013118_L01_74_2.fq.gz	BGI	60186681	0	150	45	pass	pass	78.0	pass	pass
E100013124_L01_92_2.fq.gz	BGI	35452107	0	150	43	pass	pass	79.0	pass	pass
E100015864_L01_95_2.fq.gz	BGI	61886092	0	150	46	pass	pass	70.0	pass	pass
E100010235_L01_121_2.fq.gz	BGI	42744828	0	150	46	pass	pass	79.0	pass	pass
E100013465_L01_115_2.fq.gz	BGI	27683260	0	150	44	pass	pass	87.0	pass	pass
E100013118_L01_48_2.fq.gz	BGI	51792701	0	150	47	pass	pass	93.0	pass	pass
E100016768_L01_13_2.fq.gz	BGI	47630482	0	150	41	pass	pass	73.0	pass	pass
E100015864_L01_69_2.fq.gz	BGI	53924081	0	150	46	pass	pass	86.0	pass	pass
E100016768_L01_64_2.fq.gz	BGI	38289677	0	150	44	pass	pass	75.0	pass	pass
E100013465_L01_101_2.fq.gz	BGI	64197771	0	150	45	pass	pass	82.0	pass	pass
E100013124_L01_123_2.fq.gz	BGI	45125082	0	150	41	pass	pass	82.0	pass	pass
E100010235_L01_72_2.fq.gz	BGI	110134046	0	150	46	pass	pass	79.0	pass	pass
E100013117_L01_102_2.fq.gz	BGI	58444514	0	150	45	pass	pass	78.0	pass	pass
E100013135_L01_57_2.fq.gz	BGI	100923673	0	150	45	pass	warn	55.0	pass	pass
E100010953_L01_94_2.fq.gz	BGI	31886950	0	150	45	pass	pass	79.0	pass	pass
E100016707_L01_51_2.fq.gz	BGI	53134834	0	150	46	pass	pass	92.0	pass	pass
E100009887_L01_62_2.fq.gz	BGI	48021244	0	150	46	pass	pass	88.0	pass	pass
E100016770_L01_4_2.fq.gz	BGI	47666857	0	150	45	pass	warn	58.0	pass	pass
E100009678_L01_81_2.fq.gz	BGI	69423470	0	150	45	pass	pass	70.0	pass	pass
E100013128_L01_79_2.fq.gz	BGI	22772806	0	150	43	pass	pass	90.0	pass	pass
E100009727_L01_37_2.fq.gz	BGI	116001282	0	150	48	pass	pass	74.0	pass	pass
E100010924_L01_61_2.fq.gz	BGI	60774308	0	150	47	pass	pass	86.0	pass	pass
E100016768_L01_89_2.fq.gz	BGI	36376361	0	150	43	pass	pass	72.0	pass	pass
E100013108_L01_84_2.fq.gz	BGI	39356024	0	150	42	pass	pass	86.0	pass	pass
E100015864_L01_82_2.fq.gz	BGI	61920784	0	150	47	pass	pass	82.0	pass	pass
E100013458_L01_93_2.fq.gz	BGI	32654205	0	150	47	pass	pass	87.0	pass	pass
E100009678_L01_55_2.fq.gz	BGI	29950055	0	150	45	pass	pass	89.0	pass	pass
E100013189_L01_91_2.fq.gz	BGI	43713302	0	150	44	pass	pass	72.0	pass	pass
E100013124_L01_61_2.fq.gz	BGI	48614713	0	150	43	pass	pass	75.0	pass	pass
E100013117_L01_96_2.fq.gz	BGI	51447766	0	150	44	pass	pass	85.0	pass	pass
E100013458_L01_74_2.fq.gz	BGI	68815241	0	150	45	pass	pass	77.0	pass	pass
E100009678_L01_127_2.fq.gz	BGI	71910508	0	150	48	pass	pass	86.0	pass	pass
E100009727_L01_99_2.fq.gz	BGI	29767566	0	150	46	pass	pass	88.0	pass	pass
E100016768_L01_58_2.fq.gz	BGI	37602627	0	150	44	pass	pass	92.0	pass	pass
E100010924_L01_70_2.fq.gz	BGI	53952423	0	150	45	pass	pass	74.0	pass	pass
E100013135_L01_88_2.fq.gz	BGI	59403317	0	150	49	pass	pass	85.0	pass	pass
E100012874_L01_39_2.fq.gz	BGI	52210473	0	150	49	pass	pass	81.0	pass	pass
E100013123_L01_78_2.fq.gz	BGI	35173835	0	150	46	pass	pass	88.0	pass	pass
E100013106_L01_26_2.fq.gz	BGI	47463543	0	150	46	pass	pass	84.0	pass	pass
E100009727_L01_96_2.fq.gz	BGI	41907837	0	150	45	pass	pass	82.0	pass	pass
E100013189_L01_50_2.fq.gz	BGI	38303226	0	150	44	pass	warn	69.0	pass	pass
E100010953_L01_16_2.fq.gz	BGI	40177941	0	150	46	pass	pass	77.0	pass	pass
E100013465_L01_70_2.fq.gz	BGI	56209904	0	150	45	pass	pass	74.0	pass	pass
E100013106_L01_123_2.fq.gz	BGI	43976965	0	150	42	pass	pass	85.0	pass	pass
E100010924_L01_71_2.fq.gz	BGI	50468970	0	150	47	pass	pass	85.0	pass	pass
E100013106_L01_33_2.fq.gz	BGI	69964988	0	150	46	pass	pass	81.0	pass	pass
E100013124_L01_87_2.fq.gz	BGI	45251946	0	150	41	pass	pass	84.0	pass	pass
E100013128_L01_99_2.fq.gz	BGI	67156535	0	150	47	pass	pass	76.0	pass	pass
E100013117_L01_95_2.fq.gz	BGI	45282153	0	150	44	pass	pass	78.0	pass	pass
E100013458_L01_102_2.fq.gz	BGI	47610778	0	150	46	pass	fail	49.0	pass	pass
E100013123_L01_52_2.fq.gz	BGI	45107270	0	150	41	pass	warn	68.0	pass	pass
E100013118_L01_91_2.fq.gz	BGI	40502947	0	150	47	pass	pass	93.0	pass	pass
E100016770_L01_85_2.fq.gz	BGI	39411299	0	150	47	pass	pass	86.0	pass	pass
E100013124_L01_124_2.fq.gz	BGI	34868048	0	150	45	pass	pass	82.0	pass	pass
E100013100_L01_72_2.fq.gz	BGI	97204717	0	150	47	pass	pass	71.0	pass	pass
E100009678_L01_128_2.fq.gz	BGI	59768848	0	150	48	pass	pass	85.0	pass	pass
E100009772A_L01_93_2.fq.gz	BGI	47853517	0	150	46	pass	pass	71.0	pass	pass
E100013108_L01_38_2.fq.gz	BGI	37596271	0	150	44	pass	pass	78.0	pass	pass
E100013118_L01_77_2.fq.gz	BGI	73990903	0	150	46	pass	pass	88.0	pass	pass
E100013465_L01_73_2.fq.gz	BGI	44484718	0	150	45	pass	pass	83.0	pass	pass
E100013117_L01_81_2.fq.gz	BGI	40696132	0	150	43	pass	pass	80.0	pass	pass
E100016770_L01_50_2.fq.gz	BGI	23768574	0	150	44	pass	pass	87.0	pass	pass
E100013104_L01_65_2.fq.gz	BGI	74162299	0	150	46	pass	pass	80.0	pass	pass
E100013458_L01_71_2.fq.gz	BGI	67567643	0	150	41	pass	warn	53.0	pass	pass
E100016707_L01_26_2.fq.gz	BGI	52851313	0	150	46	pass	pass	83.0	pass	pass
E100013124_L01_70_2.fq.gz	BGI	40930667	0	150	46	pass	pass	84.0	pass	pass
E100016707_L01_85_2.fq.gz	BGI	57191864	0	150	47	pass	pass	87.0	pass	pass
E100009772A_L01_43_2.fq.gz	BGI	60522113	0	150	45	pass	pass	84.0	pass	pass
E100016768_L01_98_2.fq.gz	BGI	71073523	0	150	47	pass	pass	72.0	pass	pass
E100016770_L01_56_2.fq.gz	BGI	56812142	0	150	46	pass	pass	85.0	pass	pass
E100013106_L01_128_2.fq.gz	BGI	70276034	0	150	43	pass	pass	72.0	pass	pass
E100009772A_L01_44_2.fq.gz	BGI	53223183	0	150	45	pass	warn	60.0	pass	pass
E100013128_L01_42_2.fq.gz	BGI	48881980	0	150	48	pass	pass	86.0	pass	pass
E100012874_L01_55_2.fq.gz	BGI	55625698	0	150	45	pass	pass	79.0	pass	pass
E100015864_L01_101_2.fq.gz	BGI	55684183	0	150	46	pass	pass	77.0	pass	pass
E100009678_L01_42_2.fq.gz	BGI	81951043	0	150	47	pass	pass	75.0	pass	pass
E100015864_L01_72_2.fq.gz	BGI	76155983	0	150	45	pass	pass	71.0	pass	pass
E100012874_L01_42_2.fq.gz	BGI	63370959	0	150	49	pass	pass	83.0	pass	pass
E100016707_L01_93_2.fq.gz	BGI	47012694	0	150	49	pass	pass	89.0	pass	pass
E100013106_L01_63_2.fq.gz	BGI	88756543	0	150	46	pass	pass	78.0	pass	pass
E100010235_L01_35_2.fq.gz	BGI	67130063	0	150	46	pass	pass	77.0	pass	pass
E100009887_L01_35_2.fq.gz	BGI	67685398	0	150	45	pass	pass	86.0	pass	pass
E100010953_L01_60_2.fq.gz	BGI	96512114	0	150	45	pass	pass	78.0	pass	pass
E100013123_L01_121_2.fq.gz	BGI	20829418	0	150	42	pass	pass	91.0	pass	pass
E100013108_L01_36_2.fq.gz	BGI	46110241	0	150	45	pass	pass	82.0	pass	pass
E100012874_L01_87_2.fq.gz	BGI	35360216	0	150	46	pass	pass	90.0	pass	pass
E100010953_L01_91_2.fq.gz	BGI	28691835	0	150	47	pass	pass	92.0	pass	pass
E100013108_L01_73_2.fq.gz	BGI	42233451	0	150	47	pass	pass	81.0	pass	pass
E100013118_L01_122_2.fq.gz	BGI	56184146	0	150	47	pass	pass	93.0	pass	pass
E100009727_L01_127_2.fq.gz	BGI	31150308	0	150	44	pass	pass	74.0	pass	pass
E100009678_L01_83_2.fq.gz	BGI	49186545	0	150	48	pass	pass	72.0	pass	pass
E100013135_L01_124_2.fq.gz	BGI	49039231	0	150	53	pass	pass	77.0	pass	pass
E100016707_L01_94_2.fq.gz	BGI	51058234	0	150	48	pass	pass	81.0	pass	pass
E100013108_L01_89_2.fq.gz	BGI	50543485	0	150	46	pass	pass	84.0	pass	pass
E100013458_L01_72_2.fq.gz	BGI	51310686	0	150	46	pass	pass	79.0	pass	pass
E100009772A_L01_72_2.fq.gz	BGI	58165241	0	150	44	pass	pass	79.0	pass	pass
E100010953_L01_67_2.fq.gz	BGI	59630573	0	150	44	pass	pass	82.0	pass	pass
E100007551_L01_91_2.fq.gz	BGI	98018897	0	150	48	pass	pass	72.0	pass	pass
E100010924_L01_14_2.fq.gz	BGI	57682838	0	150	48	pass	pass	71.0	pass	pass
E100010235_L01_127_2.fq.gz	BGI	63564280	0	150	45	pass	pass	72.0	pass	pass
E100009678_L01_13_2.fq.gz	BGI	57754770	0	150	45	pass	pass	83.0	pass	pass
E100016707_L01_102_2.fq.gz	BGI	48231118	0	150	47	pass	pass	88.0	pass	pass
E100013421_L01_116_2.fq.gz	BGI	60130177	0	150	42	pass	pass	77.0	pass	pass
E100013118_L01_80_2.fq.gz	BGI	45575731	0	150	45	pass	pass	79.0	pass	pass
E100009887_L01_4_2.fq.gz	BGI	59158574	0	150	43	pass	pass	85.0	pass	pass
E100013118_L01_89_2.fq.gz	BGI	74237063	0	150	47	pass	pass	87.0	pass	pass
E100010235_L01_34_2.fq.gz	BGI	46777447	0	150	45	pass	pass	76.0	pass	pass
E100009678_L01_59_2.fq.gz	BGI	54162516	0	150	43	pass	pass	72.0	pass	pass
E100016768_L01_76_2.fq.gz	BGI	54133737	0	150	45	pass	pass	80.0	pass	pass
E100009727_L01_60_2.fq.gz	BGI	48041924	0	150	45	pass	pass	85.0	pass	pass
E100013104_L01_38_2.fq.gz	BGI	26659633	0	150	43	pass	pass	70.0	pass	pass
E100013128_L01_101_2.fq.gz	BGI	32251540	0	150	42	pass	pass	84.0	pass	pass
E100013117_L01_64_2.fq.gz	BGI	55623205	0	150	45	pass	pass	80.0	pass	pass
E100016768_L01_123_2.fq.gz	BGI	47635736	0	150	44	pass	warn	53.0	pass	pass
E100013104_L01_25_2.fq.gz	BGI	97980739	0	150	43	pass	pass	78.0	pass	pass
E100013124_L01_101_2.fq.gz	BGI	59923065	0	150	43	pass	pass	83.0	pass	pass
E100013118_L01_102_2.fq.gz	BGI	55167987	0	150	47	pass	pass	86.0	pass	pass
E100013108_L01_65_2.fq.gz	BGI	76398962	0	150	42	pass	pass	80.0	pass	pass
E100009727_L01_14_2.fq.gz	BGI	30378197	0	150	44	pass	warn	66.0	pass	pass
E100013106_L01_97_2.fq.gz	BGI	57680410	0	150	45	pass	warn	58.0	pass	pass
E100013104_L01_68_2.fq.gz	BGI	110376913	0	150	46	pass	warn	64.0	pass	pass
E100009678_L01_78_2.fq.gz	BGI	58906892	0	150	46	pass	pass	81.0	pass	pass
E100010235_L01_93_2.fq.gz	BGI	47088675	0	150	46	pass	pass	75.0	pass	pass
E100010953_L01_101_2.fq.gz	BGI	37763298	0	150	45	pass	pass	87.0	pass	pass
E100013135_L01_73_2.fq.gz	BGI	113521559	0	150	45	pass	warn	68.0	pass	pass
E100013104_L01_96_2.fq.gz	BGI	34839506	0	150	45	pass	pass	87.0	pass	pass
E100016768_L01_57_2.fq.gz	BGI	46848788	0	150	45	pass	pass	74.0	pass	pass
E100010924_L01_65_2.fq.gz	BGI	77300591	0	150	45	pass	pass	83.0	pass	pass
E100016768_L01_126_2.fq.gz	BGI	36274569	0	150	46	pass	pass	70.0	pass	pass
E100013135_L01_104_2.fq.gz	BGI	38871640	0	150	46	pass	pass	88.0	pass	pass
E100010924_L01_117_2.fq.gz	BGI	68758332	0	150	44	pass	warn	63.0	pass	pass
E100013106_L01_126_2.fq.gz	BGI	48386938	0	150	45	pass	pass	84.0	pass	pass
E100013421_L01_36_2.fq.gz	BGI	73976613	0	150	44	pass	pass	76.0	pass	pass
E100013104_L01_63_2.fq.gz	BGI	28141752	0	150	46	pass	pass	89.0	pass	pass
E100009887_L01_14_2.fq.gz	BGI	53261972	0	150	48	pass	pass	90.0	pass	pass
E100013104_L01_99_2.fq.gz	BGI	113835091	0	150	46	pass	warn	67.0	pass	pass
E100009678_L01_91_2.fq.gz	BGI	53986420	0	150	44	pass	pass	79.0	pass	pass
E100013124_L01_126_2.fq.gz	BGI	54150319	0	150	42	pass	pass	82.0	pass	pass
E100013124_L01_52_2.fq.gz	BGI	30409985	0	150	45	pass	pass	87.0	pass	pass
E100009887_L01_89_2.fq.gz	BGI	49494861	0	150	47	pass	pass	90.0	pass	pass
E100016707_L01_33_2.fq.gz	BGI	45617318	0	150	46	pass	pass	93.0	pass	pass
E100013106_L01_74_2.fq.gz	BGI	49788547	0	150	46	pass	pass	86.0	pass	pass
E100013117_L01_121_2.fq.gz	BGI	56895546	0	150	45	pass	pass	85.0	pass	pass
E100013108_L01_99_2.fq.gz	BGI	51252129	0	150	44	pass	warn	63.0	pass	pass
E100016770_L01_75_2.fq.gz	BGI	44219471	0	150	45	pass	pass	79.0	pass	pass
E100015864_L01_47_2.fq.gz	BGI	55099135	0	150	47	pass	pass	82.0	pass	pass
E100016770_L01_29_2.fq.gz	BGI	36364540	0	150	45	pass	pass	87.0	pass	pass
E100013108_L01_72_2.fq.gz	BGI	66064421	0	150	42	pass	pass	70.0	pass	pass
E100010924_L01_88_2.fq.gz	BGI	43824553	0	150	46	pass	pass	74.0	pass	pass
E100013465_L01_88_2.fq.gz	BGI	31031338	0	150	42	pass	pass	87.0	pass	pass
E100013117_L01_1_2.fq.gz	BGI	34841016	0	150	43	pass	pass	85.0	pass	pass
E100013108_L01_86_2.fq.gz	BGI	46847002	0	150	45	pass	pass	86.0	pass	pass
E100009678_L01_74_2.fq.gz	BGI	77072649	0	150	45	pass	pass	81.0	pass	pass
E100013118_L01_37_2.fq.gz	BGI	76817045	0	150	45	pass	pass	89.0	pass	pass
E100010235_L01_15_2.fq.gz	BGI	53141265	0	150	44	pass	pass	83.0	pass	pass
E100013118_L01_47_2.fq.gz	BGI	41302466	0	150	45	pass	pass	92.0	pass	pass
E100013104_L01_101_2.fq.gz	BGI	39366090	0	150	45	pass	pass	82.0	pass	pass
E100013108_L01_98_2.fq.gz	BGI	38233068	0	150	44	pass	pass	79.0	pass	pass
E100016768_L01_97_2.fq.gz	BGI	49789796	0	150	45	pass	pass	82.0	pass	pass
E100013118_L01_33_2.fq.gz	BGI	58724549	0	150	47	pass	pass	90.0	pass	pass
E100013421_L01_38_2.fq.gz	BGI	53413813	0	150	46	pass	pass	84.0	pass	pass
E100009772A_L01_90_2.fq.gz	BGI	41993548	0	150	46	pass	pass	73.0	pass	pass
E100010924_L01_63_2.fq.gz	BGI	63531120	0	150	46	pass	pass	70.0	pass	pass
E100016707_L01_72_2.fq.gz	BGI	56141544	0	150	48	pass	pass	84.0	pass	pass
E100013421_L01_114_2.fq.gz	BGI	32300336	0	150	43	pass	pass	72.0	pass	pass
E100016768_L01_95_2.fq.gz	BGI	57811411	0	150	44	pass	pass	76.0	pass	pass
E100013465_L01_14_2.fq.gz	BGI	95369105	0	150	46	pass	pass	82.0	pass	pass
E100009772A_L01_101_2.fq.gz	BGI	46491776	0	150	46	pass	pass	78.0	pass	pass
E100013135_L01_68_2.fq.gz	BGI	105911550	0	150	48	pass	pass	76.0	pass	pass
E100013108_L01_81_2.fq.gz	BGI	38794894	0	150	45	pass	pass	88.0	pass	pass
E100009678_L01_14_2.fq.gz	BGI	53453543	0	150	45	pass	warn	65.0	pass	pass
E100009772A_L01_50_2.fq.gz	BGI	50336654	0	150	45	pass	pass	79.0	pass	pass
E100013117_L01_116_2.fq.gz	BGI	81201942	0	150	46	pass	warn	63.0	pass	pass
E100009887_L01_45_2.fq.gz	BGI	105200950	0	150	47	pass	pass	73.0	pass	pass
E100013465_L01_80_2.fq.gz	BGI	24072885	0	150	44	pass	pass	88.0	pass	pass
E100009772A_L01_47_2.fq.gz	BGI	51611352	0	150	44	pass	pass	81.0	pass	pass
E100013117_L01_59_2.fq.gz	BGI	46914659	0	150	44	pass	pass	80.0	pass	pass
E100009887_L01_104_2.fq.gz	BGI	52714789	0	150	46	pass	pass	70.0	pass	pass
E100013421_L01_85_2.fq.gz	BGI	73145623	0	150	44	pass	warn	59.0	pass	pass
